No,Financial Year Name,Season Name,District Name ,Taluk Name ,Raitha Samparka Kendra Name,Seed Name ,Seed Variety Name,Seed Class Name,GENERAL QUANTITY in Quintal,SCP QUANTITY in Quintal,TSP QUANTITY in Quintal
5531,2021-2022,Kharif,HASSAN,HOLENARASIPURA,KASABA,HY MAIZE,GK-3059,Truthfully Labelled,57.78,10.52,0.04
5532,2021-2022,Kharif,HASSAN,HOLENARASIPURA,KASABA,HY MAIZE,GK-3164,Truthfully Labelled,24.32,2.48,0.08
5533,2021-2022,Kharif,HASSAN,HOLENARASIPURA,KASABA,HY MAIZE,KAVERI 25K55,Truthfully Labelled,7,1.04,0.16
5534,2021-2022,Kharif,HASSAN,HOLENARASIPURA,KASABA,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,0.76,0.12,0.04
5535,2021-2022,Kharif,HASSAN,HOLENARASIPURA,KASABA,HY PADDY,VNR-2233,Truthfully Labelled,0.99,0.21,0
5536,2021-2022,Kharif,HASSAN,HOLENARASIPURA,KASABA,PADDY,BR-2655,Certified Seeds,76.25,9.75,0.25
5537,2021-2022,Kharif,HASSAN,HOLENARASIPURA,KASABA,PADDY,IR-64,Certified Seeds,6,0.25,0
5538,2021-2022,Kharif,HASSAN,HOLENARASIPURA,KASABA,PADDY,JGL-1798,Certified Seeds,5.5,0.5,0.25
5539,2021-2022,Kharif,HASSAN,HOLENARASIPURA,KASABA,PADDY,RNR-15048,Certified Seeds,40.75,3.5,0
5540,2021-2022,Kharif,HASSAN,HOLENARASIPURA,KASABA,PADDY,THANU,Certified Seeds,24.75,1.5,0.75
5541,2021-2022,Kharif,HASSAN,HOLENARASIPURA,KASABA,RAGI,GPU-66,Certified Seeds,8.05,2.15,0
5542,2021-2022,Kharif,HASSAN,HOLENARASIPURA,KASABA,RAGI,KMR-301,Certified Seeds,17.35,2.75,0.3
5543,2021-2022,Kharif,HASSAN,SAKLESHPURA,BELAGODU,PADDY,BR-2655,Certified Seeds,1.5,5,0
5544,2021-2022,Kharif,HASSAN,SAKLESHPURA,BELAGODU,PADDY,IET-13901 TUNGA,Certified Seeds,84.99,45.01,0
5545,2021-2022,Kharif,HASSAN,SAKLESHPURA,BELAGODU,PADDY,INTAN,Certified Seeds,6,4,0
5546,2021-2022,Kharif,HASSAN,SAKLESHPURA,BELAGODU,PADDY,IR-64,Certified Seeds,6.25,4.5,8
5547,2021-2022,Kharif,HASSAN,SAKLESHPURA,BELAGODU,PADDY,RNR-15048,Certified Seeds,5.56,4.75,0
5548,2021-2022,Kharif,HASSAN,SAKLESHPURA,HANUBALU,PADDY,BR-2655,Certified Seeds,11.75,0,0
5549,2021-2022,Kharif,HASSAN,SAKLESHPURA,HANUBALU,PADDY,IET-13901 TUNGA,Certified Seeds,238,27,0
5550,2021-2022,Kharif,HASSAN,SAKLESHPURA,HANUBALU,PADDY,IR-64,Certified Seeds,2,0,0
5551,2021-2022,Kharif,HASSAN,SAKLESHPURA,HETTURU,HY PADDY,VNR-2233,Truthfully Labelled,5.04,0.03,0
5552,2021-2022,Kharif,HASSAN,SAKLESHPURA,HETTURU,PADDY,BR-2655,Certified Seeds,7.75,0.5,0
5553,2021-2022,Kharif,HASSAN,SAKLESHPURA,HETTURU,PADDY,IET-13901 TUNGA,Certified Seeds,332.38,9.38,0
5554,2021-2022,Kharif,HASSAN,SAKLESHPURA,HETTURU,PADDY,IR-64,Certified Seeds,3.75,0,0
5555,2021-2022,Kharif,HASSAN,SAKLESHPURA,HETTURU,PADDY,THANU,Certified Seeds,1.5,0,0
5556,2021-2022,Kharif,HASSAN,SAKLESHPURA,KASABA,HY PADDY,VNR-2233,Truthfully Labelled,1.74,0.36,0
5557,2021-2022,Kharif,HASSAN,SAKLESHPURA,KASABA,PADDY,BR-2655,Certified Seeds,30,8,0.5
5558,2021-2022,Kharif,HASSAN,SAKLESHPURA,KASABA,PADDY,IET-13901 TUNGA,Certified Seeds,364,136,2.75
5559,2021-2022,Kharif,HASSAN,SAKLESHPURA,KASABA,PADDY,IR-64,Certified Seeds,12.75,0,0
5560,2021-2022,Kharif,HASSAN,SAKLESHPURA,KASABA,PADDY,JGL-1798,Certified Seeds,3.75,1.5,0
5561,2021-2022,Kharif,HASSAN,SAKLESHPURA,KASABA,PADDY,THANU,Certified Seeds,4.75,0,0
5562,2021-2022,Kharif,HASSAN,SAKLESHPURA,YASALURU,HY PADDY,VNR-2233,Truthfully Labelled,36.3,0.42,0.18
5563,2021-2022,Kharif,HASSAN,SAKLESHPURA,YASALURU,PADDY,BR-2655,Certified Seeds,4.25,0.5,0
5564,2021-2022,Kharif,HASSAN,SAKLESHPURA,YASALURU,PADDY,IET-13901 TUNGA,Certified Seeds,304,21,0
5565,2021-2022,Kharif,HASSAN,SAKLESHPURA,YASALURU,PADDY,IR-64,Certified Seeds,8.75,0.25,0
5566,2021-2022,Kharif,HASSAN,SAKLESHPURA,YASALURU,PADDY,THANU,Certified Seeds,9,0,0
5567,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,GREENGRAM,BGS-9,Certified Seeds,12.27,0.65,1.48
5568,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,GROUNDNUT PODS,G-2-52,Certified Seeds,24.9,0,0
5569,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,GROUNDNUT PODS,GPBD-4,Certified Seeds,23.4,2.4,0.6
5570,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,HY JOWAR,Certified SeedsH-14,Certified Seeds,0.69,0,0
5571,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,HY MAIZE,3033 747,Truthfully Labelled,3.36,0,0.6
5572,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,HY MAIZE,GK-3015,Truthfully Labelled,5.84,0.28,0
5573,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,HY MAIZE,GK-3059,Truthfully Labelled,0.88,0,0.12
5574,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,HY MAIZE,HTMH-5402,Truthfully Labelled,0.8,0,0
5575,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,HY MAIZE,JKMH-4848,Truthfully Labelled,1.2,0,0
5576,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,HY MAIZE,KAVERI MINCHU,Truthfully Labelled,7.6,0.16,0.24
5577,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,HY MAIZE,KAVERI 25K55,Truthfully Labelled,2.84,0,0.36
5578,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,HY MAIZE,KMH SUPER 244,Truthfully Labelled,7.22,0.3,0.48
5579,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,HY MAIZE,MM- 1107,Truthfully Labelled,48.8,1.48,4.52
5580,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,HY MAIZE,MRM 4050 4750,Truthfully Labelled,14.56,0.52,0.96
5581,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,HY MAIZE,NK-6240,Truthfully Labelled,13.76,0.2,0.64
5582,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,HY MAIZE,NMH-007 BOND,Truthfully Labelled,4.48,0.28,0.24
5583,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,3.04,0,0
5584,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,HY MAIZE,STAR-X6,Truthfully Labelled,3.4,0,0
5585,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,HY MAIZE,TUFAN,Truthfully Labelled,3.6,0.4,0
5586,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,REDGRAM,TS-3R,Certified Seeds,26.8,1.43,2.65
5587,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,SOYBEAN,DSB-21,Certified Seeds,14.85,0,0.15
5588,2021-2022,Kharif,HAVERI,BYADAGI,BYADAGI,SOYBEAN,JS-335,Certified Seeds,369,12.9,18.3
5589,2021-2022,Kharif,HAVERI,BYADAGI,KAGINELLI,GROUNDNUT PODS,GPBD-4,Certified Seeds,9.6,0.6,1.2
5590,2021-2022,Kharif,HAVERI,BYADAGI,KAGINELLI,HY MAIZE,CP-818,Truthfully Labelled,8.64,0.28,1.08
5591,2021-2022,Kharif,HAVERI,BYADAGI,KAGINELLI,HY MAIZE,DKC-9126 IJ-8512,Truthfully Labelled,10.76,0.12,0.36
5592,2021-2022,Kharif,HAVERI,BYADAGI,KAGINELLI,HY MAIZE,GK-3059,Truthfully Labelled,3.8,0,0
5593,2021-2022,Kharif,HAVERI,BYADAGI,KAGINELLI,HY MAIZE,JKMH-4848,Truthfully Labelled,0.28,0,0
5594,2021-2022,Kharif,HAVERI,BYADAGI,KAGINELLI,HY MAIZE,KAVERI MINCHU,Truthfully Labelled,1.2,0,0
5595,2021-2022,Kharif,HAVERI,BYADAGI,KAGINELLI,HY MAIZE,KMH SUPER 244,Truthfully Labelled,0.44,0,0
5596,2021-2022,Kharif,HAVERI,BYADAGI,KAGINELLI,HY MAIZE,KUBER-722,Truthfully Labelled,0.48,0,0
5597,2021-2022,Kharif,HAVERI,BYADAGI,KAGINELLI,HY MAIZE,NK-6240,Truthfully Labelled,12.2,0.24,0.32
5598,2021-2022,Kharif,HAVERI,BYADAGI,KAGINELLI,HY MAIZE,TUFAN,Truthfully Labelled,7.6,1.84,0.56
5599,2021-2022,Kharif,HAVERI,BYADAGI,KAGINELLI,PADDY,MTU-1010,Certified Seeds,4.63,0,0
5600,2021-2022,Kharif,HAVERI,BYADAGI,KAGINELLI,REDGRAM,TS-3R,Certified Seeds,0.45,0,0
5601,2021-2022,Kharif,HAVERI,BYADAGI,KAGINELLI,SOYBEAN,DSB-21,Certified Seeds,6.75,1.05,0.3
5602,2021-2022,Kharif,HAVERI,HANGAL,AKKIALURA,HY MAIZE,CP-201,Truthfully Labelled,8.52,0.96,1
5603,2021-2022,Kharif,HAVERI,HANGAL,AKKIALURA,HY MAIZE,CP-818,Truthfully Labelled,20.72,2.96,3.44
5604,2021-2022,Kharif,HAVERI,HANGAL,AKKIALURA,HY MAIZE,DKC-9126 IJ-8512,Truthfully Labelled,12.64,1.84,0.48
5605,2021-2022,Kharif,HAVERI,HANGAL,AKKIALURA,HY MAIZE,DKC-9149IM8581,Truthfully Labelled,1.84,0.76,0
5606,2021-2022,Kharif,HAVERI,HANGAL,AKKIALURA,HY MAIZE,GK-3015,Truthfully Labelled,3.08,0.12,0.64
5607,2021-2022,Kharif,HAVERI,HANGAL,AKKIALURA,HY MAIZE,GK-3059,Truthfully Labelled,4.52,0.04,0.44
5608,2021-2022,Kharif,HAVERI,HANGAL,AKKIALURA,HY MAIZE,KMH SUPER 244,Truthfully Labelled,22.44,2.32,3.64
5609,2021-2022,Kharif,HAVERI,HANGAL,AKKIALURA,HY MAIZE,LAXMI-9495,Truthfully Labelled,3,0.52,0
5610,2021-2022,Kharif,HAVERI,HANGAL,AKKIALURA,HY MAIZE,NK-6240,Truthfully Labelled,58.8,9.48,7.28
5611,2021-2022,Kharif,HAVERI,HANGAL,AKKIALURA,HY MAIZE,P3436,Truthfully Labelled,6.12,1.64,0.6
5612,2021-2022,Kharif,HAVERI,HANGAL,AKKIALURA,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,3.48,0.44,0
5613,2021-2022,Kharif,HAVERI,HANGAL,AKKIALURA,PADDY,ABHILASH,Certified Seeds,266.63,29.38,50.25
5614,2021-2022,Kharif,HAVERI,HANGAL,AKKIALURA,PADDY,JAYA,Certified Seeds,54,4.13,1
5615,2021-2022,Kharif,HAVERI,HANGAL,AKKIALURA,PADDY,MTU-1001,Certified Seeds,201,43.88,37.88
5616,2021-2022,Kharif,HAVERI,HANGAL,AKKIALURA,PADDY,MTU-1010,Certified Seeds,345.38,109.5,92.75
5617,2021-2022,Kharif,HAVERI,HANGAL,AKKIALURA,SOYBEAN,JS-335,Certified Seeds,381.9,21.9,30.9
5618,2021-2022,Kharif,HAVERI,HANGAL,BAMMANALLI,GROUNDNUT PODS,G-2-52,Certified Seeds,28.5,12.9,10.5
5619,2021-2022,Kharif,HAVERI,HANGAL,BAMMANALLI,GROUNDNUT PODS,GPBD-4,Certified Seeds,7.8,7.5,5.7
5620,2021-2022,Kharif,HAVERI,HANGAL,BAMMANALLI,HY MAIZE,CP-201,Truthfully Labelled,10,0,0
5621,2021-2022,Kharif,HAVERI,HANGAL,BAMMANALLI,HY MAIZE,CP-818,Truthfully Labelled,29.64,0,0.36
5622,2021-2022,Kharif,HAVERI,HANGAL,BAMMANALLI,HY MAIZE,CP-828,Truthfully Labelled,9.8,0.2,0
5623,2021-2022,Kharif,HAVERI,HANGAL,BAMMANALLI,HY MAIZE,DKC-9126 IJ-8512,Truthfully Labelled,4.52,0.08,0.4
5624,2021-2022,Kharif,HAVERI,HANGAL,BAMMANALLI,HY MAIZE,KMH SUPER 244,Truthfully Labelled,37.28,0,0.56
5625,2021-2022,Kharif,HAVERI,HANGAL,BAMMANALLI,HY MAIZE,NK-6240,Truthfully Labelled,49.48,0.16,0.36
5626,2021-2022,Kharif,HAVERI,HANGAL,BAMMANALLI,HY MAIZE,NMH-77NUTOTAL,Truthfully Labelled,10,0,0
5627,2021-2022,Kharif,HAVERI,HANGAL,BAMMANALLI,HY MAIZE,P3436,Truthfully Labelled,13.52,0.48,0
5628,2021-2022,Kharif,HAVERI,HANGAL,BAMMANALLI,HY MAIZE,SRIKAR-3033,Truthfully Labelled,14.4,0,0
5629,2021-2022,Kharif,HAVERI,HANGAL,BAMMANALLI,PADDY,ABHILASH,Certified Seeds,248,3,4
5630,2021-2022,Kharif,HAVERI,HANGAL,BAMMANALLI,PADDY,JAYA,Certified Seeds,93.13,3.5,7.13
5631,2021-2022,Kharif,HAVERI,HANGAL,BAMMANALLI,PADDY,MTU-1001,Certified Seeds,207.58,0,2.25
5632,2021-2022,Kharif,HAVERI,HANGAL,BAMMANALLI,PADDY,MTU-1010,Certified Seeds,69.75,0.75,3.25
5633,2021-2022,Kharif,HAVERI,HANGAL,BAMMANALLI,SOYBEAN,JS-335,Certified Seeds,1127.26,384,317.4
5634,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,HY MAIZE,ALLROUNDER,Truthfully Labelled,2.8,0,0
5635,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,HY MAIZE,CP-201,Truthfully Labelled,20.68,4.24,1.88
5636,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,HY MAIZE,CP-818,Truthfully Labelled,13.88,6.64,2.52
5637,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,HY MAIZE,CP-828,Truthfully Labelled,23.08,5.08,1.8
5638,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,HY MAIZE,DKC-9126 IJ-8512,Truthfully Labelled,6.64,0,0.36
5639,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,HY MAIZE,DKC-9149IM8581,Truthfully Labelled,2,0,0
5640,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,HY MAIZE,GK-3015,Truthfully Labelled,4.08,0,0
5641,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,HY MAIZE,GK-3059,Truthfully Labelled,1.92,1.68,0.32
5642,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,HY MAIZE,KAVERI 25K55,Truthfully Labelled,0.88,0,0
5643,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,HY MAIZE,KMH SUPER 244,Truthfully Labelled,28.92,1,3
5644,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,HY MAIZE,LAXMI-9495,Truthfully Labelled,10,0,0
5645,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,HY MAIZE,NK-6240,Truthfully Labelled,86.88,12.04,7.4
5646,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,HY MAIZE,NMH-77NUTOTAL,Truthfully Labelled,6.24,0,0
5647,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,HY MAIZE,P3436,Truthfully Labelled,11.91,3.68,0.88
5648,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,16.4,0.16,0.8
5649,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,HY MAIZE,SRIKAR-3033,Truthfully Labelled,10,2.04,0.76
5650,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,PADDY,ABHILASH,Certified Seeds,153.23,82.13,86.13
5651,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,PADDY,JAYA,Certified Seeds,96.25,36.88,31
5652,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,PADDY,MTU-1001,Certified Seeds,551.05,164.36,131.13
5653,2021-2022,Kharif,HAVERI,HANGAL,HANAGALLA,PADDY,MTU-1010,Certified Seeds,195.89,99.38,59.25
5654,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,GREENGRAM,BGS-9,Certified Seeds,4.55,0.1,0.15
5655,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,GROUNDNUT PODS,TMV-2 Truthfully Labelled POD,Truthfully Labelled,35.4,37.2,36.9
5656,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY JOWAR,Certified SeedsH-14,Certified Seeds,0.42,0,0.18
5657,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY JOWAR,NSH-18,Truthfully Labelled,0.33,0,0.12
5658,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,3033 747,Truthfully Labelled,28.16,1.76,1.04
5659,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,30B07,Truthfully Labelled,15.52,0,0.16
5660,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,3591,Truthfully Labelled,17.56,0.76,1.12
5661,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,ALLROUNDER,Truthfully Labelled,77,2.68,1.84
5662,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,BIO-151,Truthfully Labelled,25.72,1.08,1.2
5663,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,CP-201,Truthfully Labelled,5.88,0.32,0
5664,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,CP-818,Truthfully Labelled,21.68,0.04,1.27
5665,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,CP-848,Truthfully Labelled,3.64,0.52,0.16
5666,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,DKC-9126 IJ-8512,Truthfully Labelled,52.16,0.4,0.84
5667,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,DKC-9149IM8581,Truthfully Labelled,54.36,1.48,2.72
5668,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,GK-3015,Truthfully Labelled,10,0,0
5669,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,GK-3045,Truthfully Labelled,27.6,1.12,1.28
5670,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,GK-3059,Truthfully Labelled,9.28,0.36,0.04
5671,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,HP-333,Truthfully Labelled,4.08,0.04,0.2
5672,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,HTMH-5402,Truthfully Labelled,42.24,2.56,2.32
5673,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,JKMH-1001,Truthfully Labelled,3.48,0.28,0
5674,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,JKMH-4848,Truthfully Labelled,3.6,0,0.2
5675,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,KAVERI MINCHU,Truthfully Labelled,6.12,0,0
5676,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,KAVERI 25K55,Truthfully Labelled,10.6,0.24,0.88
5677,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,KMH SUPER 244,Truthfully Labelled,25,1.04,0.76
5678,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,KMH-517 SHIMSHA,Truthfully Labelled,52.72,1.28,1.72
5679,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,KUBER-722,Truthfully Labelled,15.56,0.44,0
5680,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,MM- 1107,Truthfully Labelled,64.2,1.72,1.68
5681,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,MRM 4050 4750,Truthfully Labelled,6.44,0,0.72
5682,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,NK-30,Truthfully Labelled,250.8,6.36,9.64
5683,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,NK-6240,Truthfully Labelled,346.34,8.16,8.28
5684,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,NLM-66,Truthfully Labelled,13.48,0.36,0.96
5685,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,NMH-007 BOND,Truthfully Labelled,87.2,1.6,0.88
5686,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,NMH-777 SUNNY,Truthfully Labelled,26.44,2.4,1.08
5687,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,NMH-77NUTOTAL,Truthfully Labelled,8.08,0.56,0.52
5688,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,P3436,Truthfully Labelled,15.8,0.68,0.4
5689,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,PSC-105,Truthfully Labelled,16.72,0.64,0.44
5690,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,RAJKUMARBIO-716,Truthfully Labelled,14.84,0.32,0.4
5691,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,S-120,Truthfully Labelled,14.52,0.56,1.12
5692,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,SM-2,Truthfully Labelled,6.88,0.36,1.44
5693,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,SM-505,Truthfully Labelled,4,0.16,0
5694,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,SRIKAR-3033,Truthfully Labelled,15.76,0.72,0.72
5695,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,SRIKAR-495,Truthfully Labelled,9.48,0.56,0.08
5696,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,TARA,Truthfully Labelled,16.48,0.56,0.6
5697,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,HY MAIZE,TUFAN,Truthfully Labelled,12.44,0.44,0.12
5698,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,PADDY,MTU-1010,Certified Seeds,215,22.5,24
5699,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,REDGRAM,TS-3R,Certified Seeds,137.46,5.38,9.25
5700,2021-2022,Kharif,HAVERI,HAVERI,GUTTALA,SOYBEAN,DSB-21,Certified Seeds,95.25,17.4,12.45
5701,2021-2022,Kharif,HAVERI,HAVERI,HAVERI,GREENGRAM,BGS-9,Certified Seeds,1.63,0.25,0.53
5702,2021-2022,Kharif,HAVERI,HAVERI,HAVERI,GROUNDNUT PODS,G-2-52,Certified Seeds,75,0,0
5703,2021-2022,Kharif,HAVERI,HAVERI,HAVERI,GROUNDNUT PODS,GPBD-4,Certified Seeds,152.7,12.6,18.9
5704,2021-2022,Kharif,HAVERI,HAVERI,HAVERI,HY MAIZE,CP-201,Truthfully Labelled,4.36,0,0.24
5705,2021-2022,Kharif,HAVERI,HAVERI,HAVERI,HY MAIZE,CP-818,Truthfully Labelled,10.36,1,0.96
5706,2021-2022,Kharif,HAVERI,HAVERI,HAVERI,HY MAIZE,DKC-9126 IJ-8512,Truthfully Labelled,14.16,1.28,4.48
5707,2021-2022,Kharif,HAVERI,HAVERI,HAVERI,HY MAIZE,GK-3059,Truthfully Labelled,8.24,0.16,1.6
5708,2021-2022,Kharif,HAVERI,HAVERI,HAVERI,HY MAIZE,KAVERI 25K55,Truthfully Labelled,1.76,0.28,0.36
5709,2021-2022,Kharif,HAVERI,HAVERI,HAVERI,HY MAIZE,KMH SUPER 244,Truthfully Labelled,9.36,0.32,0.32
5710,2021-2022,Kharif,HAVERI,HAVERI,HAVERI,HY MAIZE,MRM 4050 4750,Truthfully Labelled,4.08,0,1.16
5711,2021-2022,Kharif,HAVERI,HAVERI,HAVERI,HY MAIZE,NK-30,Truthfully Labelled,0.84,0,1.12
5712,2021-2022,Kharif,HAVERI,HAVERI,HAVERI,HY MAIZE,NK-6240,Truthfully Labelled,25.02,2,1.16
5713,2021-2022,Kharif,HAVERI,HAVERI,HAVERI,HY MAIZE,NMH-777 SUNNY,Truthfully Labelled,5.12,0,0
5714,2021-2022,Kharif,HAVERI,HAVERI,HAVERI,HY MAIZE,P3436,Truthfully Labelled,1.4,0,0
5715,2021-2022,Kharif,HAVERI,HAVERI,HAVERI,REDGRAM,TS-3R,Certified Seeds,20.68,1.28,1.28
5716,2021-2022,Kharif,HAVERI,HAVERI,HAVERI,SOYBEAN,DSB-21,Certified Seeds,56.55,1.65,1.95
5717,2021-2022,Kharif,HAVERI,HAVERI,HAVERI,SOYBEAN,JS-335,Certified Seeds,1706.61,77.25,102.45
5718,2021-2022,Kharif,HAVERI,HAVERI,KARAJAGI,GREENGRAM,BGS-9,Certified Seeds,3.6,0,0
5719,2021-2022,Kharif,HAVERI,HAVERI,KARAJAGI,GROUNDNUT PODS,G-2-52,Certified Seeds,25.2,0,0
5720,2021-2022,Kharif,HAVERI,HAVERI,KARAJAGI,GROUNDNUT PODS,GPBD-4,Certified Seeds,27,0,0
5721,2021-2022,Kharif,HAVERI,HAVERI,KARAJAGI,HY MAIZE,3033 747,Truthfully Labelled,23.16,0.28,0.8
5722,2021-2022,Kharif,HAVERI,HAVERI,KARAJAGI,HY MAIZE,3591,Truthfully Labelled,1.64,0,0
5723,2021-2022,Kharif,HAVERI,HAVERI,KARAJAGI,HY MAIZE,ALLROUNDER,Truthfully Labelled,5.84,0,0
5724,2021-2022,Kharif,HAVERI,HAVERI,KARAJAGI,HY MAIZE,BIO-151,Truthfully Labelled,0.6,0,0
5725,2021-2022,Kharif,HAVERI,HAVERI,KARAJAGI,HY MAIZE,DKC-9126 IJ-8512,Truthfully Labelled,15.64,0.92,0.52
5726,2021-2022,Kharif,HAVERI,HAVERI,KARAJAGI,HY MAIZE,DKC-9149IM8581,Truthfully Labelled,12.6,0,0.16
5727,2021-2022,Kharif,HAVERI,HAVERI,KARAJAGI,HY MAIZE,GK-3015,Truthfully Labelled,0.48,0,0
5728,2021-2022,Kharif,HAVERI,HAVERI,KARAJAGI,HY MAIZE,GK-3045,Truthfully Labelled,9.92,0,0.08
5729,2021-2022,Kharif,HAVERI,HAVERI,KARAJAGI,HY MAIZE,GK-3059,Truthfully Labelled,10.48,0,0
5730,2021-2022,Kharif,HAVERI,HAVERI,KARAJAGI,HY MAIZE,HTMH-5402,Truthfully Labelled,11.76,0,0
5731,2021-2022,Kharif,HAVERI,HAVERI,KARAJAGI,HY MAIZE,JKMH-4848,Truthfully Labelled,0.96,0,0
5732,2021-2022,Kharif,HAVERI,HAVERI,KARAJAGI,HY MAIZE,KAVERI MINCHU,Truthfully Labelled,4,0,0
